symbol	subsectorcode	industryname	supersector	sector	subsector	foundingdate	chartercapital	numberofemployee	banknumberofbranch	companyprofile	listingdate	exchange	firstprice	issueshare	listedvalue	companyname	ttmtype	marketcap	sharesoutstanding	bv	beta	eps	dilutedeps	pe	pb	dividendyield	totalrevenue	profit	asset	roe	roa	npl	financialleverage
VIB	8355	Ngân hàng	Ngân hàng	Ngân hàng	Ngân hàng	14/02/1996 16:32:00	9244913950000.0	8592	51	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Ng&#226;n h&#224;ng Thương mại Cổ phần Quốc tế Việt Nam (VIB) được th&#224;nh lập vốn điều lệ ban đầu l&#224; 50 tỷ đồng v&#224;o ng&#224;y 18/09/1996.&amp;nbsp;VIB hoạt động chủ yếu&amp;nbsp;trong lĩnh vực huy động vốn v&#224; cho vay&amp;nbsp;t&#237;n dụng. Ngo&#224;i ra, Ng&#226;n h&#224;ng c&#242;n tham gia c&#225;c hoạt động thanh to&#225;n quốc tế, kinh doanh ngoại hối, đầu tư t&#224;i ch&#237;nh, quản l&#253; rủi ro v&#224; bảo to&#224;n vốn.&amp;nbsp;Trong năm 2019, Dư nợ cấp t&#237;n dụng đạt tr&#234;n 132 ngh&#236;n tỷ đồng, dư nợ cho vay của ng&#226;n h&#224;ng b&#225;n lẻ đạt 108.7 ngh&#236;n tỷ đồng, với hệ số an to&#224;n vốn (CAR) ở mức 10% trong khi tỷ lệ nợ xấu duy tr&#236; ở mức 2,24%. Bi&#234;n lợi nhuận r&#242;ng (NIM)&amp;nbsp;đạt 3,94%.&amp;nbsp;VIB được ni&#234;m yết tr&#234;n Sở Giao dịch Chứng kho&#225;n Th&#224;nh phố Hồ Ch&#237; Minh (HOSE) từ th&#225;ng 10/2020.&lt;/DIV&gt;	09/01/2017 00:00:00	Upcom	17000.0	924491395.0	30693114314000.00	Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam	1	30815147178140.0	924491395.0	17903.7902240291	3.0047376291	4492.6968782344	4492.6968782344	7.4191517708	1.8617286945	0.0000000000	0.0	3266402000000.0	213086346000000.0	0.2793015218	0.0209416473	0.0213765726	0.0000000000
VIC	8633	Tài chính	Bất động sản	Bất động sản	Bất động sản	03/05/2002 00:00:00	34447690560000.0	418	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Tập đo&#224;n Vingroup - C&#244;ng ty Cổ phần (VIC) c&#243; tiền th&#226;n l&#224;&amp;nbsp;C&#244;ng ty Cổ phần Thương mại Tổng hợp Việt Nam được th&#224;nh lập v&#224;o năm 2002. Tập đo&#224;n hoạt động ch&#237;nh trong lĩnh vực bất động sản, du lịch nghỉ dưỡng - vui chơi giải tr&#237;, b&#225;n lẻ, c&#244;ng nghiệp v&#224; hạ tầng x&#227; hội.&amp;nbsp;VIC&amp;nbsp;đ&#227;&amp;nbsp;đưa v&#224;o vận h&#224;nh 17 dự &#225;n với&amp;nbsp;gần&amp;nbsp;46.800 căn hộ, biệt thự, nh&#224; phố thương mại&amp;nbsp;được b&#224;n giao. Về bất động sản b&#225;n lẻ, Tập đo&#224;n&amp;nbsp;đ&#227; ph&#225;t triển, sở hữu v&#224; vận h&#224;nh 66 trung t&#226;m thương mại với tổng diện t&#237;ch mặt bằng b&#225;n lẻ đạt 1,5 triệu m2. VIC đ&#227; x&#226;y dựng hệ thống b&#225;n lẻ, bao gồm&amp;nbsp;si&#234;u thị VinMart, của h&#224;ng tiện &#237;ch VinMart+, si&#234;u thị c&#244;ng nghệ v&#224; điện m&#225;y VinPro v&#224; k&#234;nh b&#225;n lẻ trực tuyến Adayroi. Từ năm 2018, dự &#225;n sản xuất &#244; t&#244;, xe m&#225;y VinFast đ&#227; đi v&#224;o hoạt động với c&#244;ng suất thiết kế 250.000 &#244; t&#244; v&#224; 250.000 xe m&#225;y điện mỗi năm trong giai đoạn đầu. Ngo&#224;i ra, VIC c&#242;n tham gia đầu tư ph&#225;t triển hạ tầng x&#227; hội trong c&#225;c lĩnh vực y tế, gi&#225;o dục, n&#244;ng nghiệp. VIC được ni&#234;m yết v&#224; giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n Th&#224;nh phố Hồ Ch&#237; Minh (HOSE) từ th&#225;ng 09/2007.&lt;/DIV&gt;	19/09/2007 00:00:00	HOSE	125000.0	3382430590.0	355493455009000.00	Tập đoàn Vingroup - Công ty Cổ phần	1	351772781360000.0	3382430590.0	24002.8759910192	0.9409959218	2208.2957513046	2143.5717105843	47.0951411008	4.3328141194	0.0000000000	130036014000000.0	7716613000000.0	427184047000000.0	0.0617234799	0.0188958574	0.0000000000	2.4534643818
VID	1737	Nguyên vật liệu	Tài nguyên Cơ bản	Lâm nghiệp và Giấy	Sản xuất giấy	15/04/1974 00:00:00	308800700000.0	72	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Đầu tư Ph&#225;t triển Thương mại Viễn Đ&#244;ng (VID),&amp;nbsp;tiền th&#226;n l&#224; C&#244;ng ty Kỹ nghệ Giấy Viễn Đ&#244;ng (VIDOGICO) th&#224;nh lập năm 1974. Năm 2000 c&#244;ng ty chuyển sang hoạt động theo m&#244; h&#236;nh cổ phần. Viễn Đ&#244;ng l&#224; c&#244;ng ty h&#224;ng đầu trong lĩnh vực in ấn bao b&#236; cao cấp; l&#224; nh&#224; cung cấp lớn c&#225;c loại giấy ngoại nhập; sản xuất giấy photocopy, giấy vệ sinh, khăn giấy c&#225;c loại nh&#227;n hiệu Vidon. C&#244;ng ty c&#243; hệ thống ph&#226;n phối sỉ, lẻ tại c&#225;c chợ, cửa h&#224;ng trong khu vực th&#224;nh phố Hồ Ch&#237; Minh v&#224; c&#225;c tỉnh th&#224;nh. Về mặt h&#224;ng khăn giấy được ph&#226;n phối rộng r&#227;i trong c&#225;c hệ thống si&#234;u thị (Coopmart, Maximark, Citimart), trung t&#226;m thương mại tr&#234;n cả nước. C&#244;ng ty cũng c&#243; hệ thống ph&#226;n phối mặt h&#224;ng giấy mỹ thuật từ Nam ra Bắc đồng thời bao gồm cả hệ thống c&#225;c cửa h&#224;ng văn ph&#242;ng phẩm, cửa h&#224;ng photocopy, c&#244;ng ty, nh&#224; s&#225;ch tại th&#224;nh phố Hồ Ch&#237; Minh v&#224; khắp c&#225;c tỉnh th&#224;nh. Ngo&#224;i ra c&#244;ng ty c&#242;n xuất khẩu bao b&#236; trực tiếp cho Nhật, L&#224;o, Campuchia. Hiện tại C&#244;ng ty đang sở hữu hệ thống nh&#224; xưởng hơn 12.000 m2&amp;nbsp;tại&amp;nbsp;Th&#224;nh phố Hồ Ch&#237; Minh. Ng&#224;y 25/12/2006, VID ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n Th&#224;nh phố Hồ Ch&#237; Minh (HOSE).&lt;/P&gt;&lt;/DIV&gt;"	25/12/2006 00:00:00	HOSE	79000.0	30880070.0	0	Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông	1	284096644000.0	30880070.0	13136.6999448188	-0.6415878653	138.5490381984	138.5490381984	66.4024818911	0.7003280914	0.0760869565	1052513311148.0	17155719938.0	953928402545.0	0.0087738516	0.0045226245	0.0000000000	0.9039079558
PVO	1357	Nguyên vật liệu	Hóa chất	Hóa chất	Sản phẩm hóa dầu, Nông dược & Hóa chất khác	19/12/2009 09:45:00	89000000000.0	97	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Dầu nhờn PV Oil (PVO) c&#243; tiền th&#226;n l&#224; X&#237; nghiệp dầu mỡ nhờn VIDAMO, được th&#224;nh lập v&#224;o ng&#224;y 20/6/1991.&amp;nbsp;PVO hoạt&amp;nbsp;động chủ yếu trong lĩnh vực sản xuất v&#224; kinh doanh c&#225;c sản phẩm&amp;nbsp;dầu nhờn. C&#244;ng ty được cổ phần h&#243;a v&#224;o năm 2009 v&#224;&amp;nbsp;đổi t&#234;n th&#224;nh C&#244;ng ty Cổ phần Dầu nhờn PV Oil v&#224;o ng&#224;y 14/3/2012. PVO hiện đang quản l&#253; v&#224; vận h&#224;nh Nh&#224; m&#225;y Sản xuất Dầu Mỡ Nhờn&amp;nbsp;B&#236;nh Chiểu v&#224; Nh&#224; m&#225;y Sản xuất Dầu Mỡ Nhờn Đ&#244;ng Hải c&#243; c&#244;ng suất 10.000 tấn/năm. L&#224; đơn vị th&#224;nh vi&#234;n của Tổng C&#244;ng ty Dầu Việt Nam (PV Oil), C&#244;ng ty c&#243; thể tận dụng tr&#234;n 500 trạm xăng dầu trực thuộc PV OIL v&#224; hơn 2.000 trạm xăng dầu c&#243; li&#234;n kết trải khắp c&#225;c tỉnh th&#224;nh Việt Nam l&#224; k&#234;nh ph&#226;n phối b&#225;n lẻ v&#224; quảng b&#225; thương hiệu.&lt;/DIV&gt;	12/01/2016 00:00:00	Upcom	11900.0	8900000.0	28480000000.00	Công ty Cổ phần Dầu nhờn PV Oil	0	28524500000.0	8900000.0	11265.7921646067	1.7560049502	56.9113906742	56.9113906742	56.3156155918	0.2844895373	0.0000000000	236157296948.0	506511377.0	127841295134.0	0.0050441080	0.0040003774	0.0000000000	0.2750271135
MBG	2353	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Vật liệu xây dựng & Nội thất	23/02/2009 13:09:00	430952000000.0	30	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Tập Đo&#224;n MBG (MBG)&amp;nbsp;được th&#224;nh lập năm 2007. Hoạt động sản xuất ch&#237;nh của c&#244;ng ty l&#224; (i) sản xuất thiết bị chiếu s&#225;ng, thiết bị điện, (ii) sản xuất tủ điện c&#244;ng nghiệp v&#224; d&#226;n dụng, (iii) thi c&#244;ng, thiết kế c&#225;c c&#244;ng tr&#236;nh d&#226;n dụng, c&#244;ng nghiệp, cơ điện, (iv) kinh doanh vật liệu x&#226;y dựng, trang thiết bị y tế. C&#244;ng ty sản xuất b&#243;ng đ&#232;n v&#224; thiết bị điện mang thương hiệu MAXXBAU. Sản phẩm của c&#244;ng ty cond được xuất khẩu sang Mỹ, L&#224;o, v&#224; Campuchia. Ngo&#224;i ra, c&#244;ng ty c&#242;n đầu tư g&#243;p vốn 40% v&#224;o C&#244;ng ty Cổ phần MBG c&#244;ng nghệ v&#224; truyền th&#244;ng. &lt;/DIV&gt;	26/11/2015 00:00:00	HNX	0.0	43095200.0	232714080000.00	Công ty Cổ phần Tập đoàn MBG	1	381333120000.0	68095200.0	10754.8196207075	0.6233763106	961.2187156552	961.2187156552	5.8259373323	0.5206967850	0.0892857143	662942525446.0	21174424879.0	544669076527.0	0.0882410333	0.0775558884	0.0000000000	0.1291951439
VDP	4577	Dược phẩm và Y tế	Y tế	Dược phẩm	Dược phẩm	24/03/2003 14:56:00	127829040000.0	449	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Dược phẩm Trung ương VIDIPHA (VDP)&amp;nbsp;được th&#224;nh lập&amp;nbsp; v&#224;o năm 2003 tr&#234;n cơ sở cổ phần h&#243;a C&#244;ng ty Ph&#225;t triển Kỹ nghệ Dược Trung ương. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực sản xuất, kinh doanh, xuất nhập khẩu dược phẩm, dược liệu. Vidipha là m&#244;̣t trong những doanh nghi&#234;̣p dược đ&#226;̀u ti&#234;n của Vi&#234;̣t Nam đạt ti&#234;u chu&#226;̉n GMP-ASEAN. Trong thời gian qua C&#244;ng ty đã đ&#226;̀u tư x&#226;y dựng nhà m&#225;y hiện đại đạt ti&#234;u chuẩn GMP-WHO tại tỉnh B&#236;nh Dương với 10 d&#226;y chuyền sản xuất thuốc. Với tổng diện t&#237;ch 2100 m2, trụ sở ch&#237;nh của C&#244;ng ty l&#224; nơi đặt văn ph&#242;ng l&#224;m việc v&#224; kho thuốc th&#224;nh phẩm. VDP hiện sản xuất hơn 300 mặt h&#224;ng thuốc, ph&#226;n th&#224;nh 04 nh&#243;m ch&#237;nh, bao gồm nh&#243;m thuốc vi&#234;n, nh&#243;m thuốc nước, nh&#243;m thuốc bột v&#224; nh&#243;m thuốc mỡ. C&#244;ng ty đ&#227; x&#226;y dựng hệ thống ph&#226;n phối tập trung chủ yếu ở th&#224;nh phố Hồ Ch&#237; Minh v&#224; H&#224; Nội. Ng&#224;y 15/08/2017, VDP ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n Th&#224;nh phố Hồ Ch&#237; Minh (HOSE).&lt;/DIV&gt;	15/08/2017 00:00:00	HOSE	28300.0	12782904.0	0	Công ty Cổ phần Dược phẩm Trung ương VIDIPHA	1	420733632000.0	12749504.0	33085.6426920608	0.0170964625	3695.5510181648	3695.5510181648	8.9296561833	0.9974114847	0.0606060606	619252703998.0	44465713748.0	695390047640.0	0.1109973942	0.0670780204	0.0000000000	0.6485252595
VLC	3573	Hàng Tiêu dùng	Thực phẩm và đồ uống	Sản xuất thực phẩm	Nuôi trồng nông & hải sản	11/08/2014 10:42:00	631010000000.0	75	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;Tổng C&#244;ng ty Chăn nu&#244;i Việt Nam - CTCP (VLC), tiền thần l&#224; một Doanh nghiệp Nh&#224; nước được th&#224;nh lập năm 1996. Năm 2013, C&#244;ng ty chuyển đổi m&#244; h&#236;nh kinh doanh hoạt động l&#224; C&#244;ng ty Cổ phần. Vốn điều lệ hiện tại của C&#244;ng ty l&#224; 631 tỷ đồng. Lĩnh vực kinh doanh ch&#237;nh&amp;nbsp;của C&#244;ng ty&amp;nbsp;trong lĩnh vực: Chăn nu&#244;i gia s&#250;c, gia cầm; B&#225;n bu&#244;n thực phẩm; Xuất nhập khẩu c&#225;c sản phẩm gia s&#250;c, gia cầm, thực phẩm, nguy&#234;n liệu th&#244;, thức ăn chăn nu&#244;i, thuốc th&#250; y v&#224; vật tư th&#250; &#253;... VLC hiện đang điều h&#224;nh C&#244;ng ty cổ phần giống b&#242; sữa Mộc Ch&#226;u, với quy m&#244; sản xuất chăn nu&#244;i lớn tại tỉnh Sơn La, g&#243;p phần chủ lực cho doanh thu hiện c&#243; của Tổng c&#244;ng ty. VLC l&#224; đơn vị th&#224;nh vi&#234;n của C&#244;ng ty Cổ phần GTNFOODS, do đ&#243; VLC lu&#244;n nhận được sự gi&#250;p đỡ kịp thời về vốn, chiến lược kinh doanh, hệ thống nh&#224; cung cấp, k&#234;nh ph&#226;n phối từ ph&#237;a GTN.&amp;nbsp;Ng&#224;y 26/10/2015, VLC ch&#237;nh thức được giao dịch tr&#234;n thị trường UPCOM&lt;/P&gt;&lt;/DIV&gt;"	26/10/2015 00:00:00	Upcom	0.0	63101000.0	1754207800000.00	Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần	1	1762852637000.0	63101000.0	15822.4875553636	2.0016659291	1806.4333512781	1806.4333512781	15.4652813403	1.7656515704	0.0214768944	2595478629631.0	172919752583.0	1714323736862.0	0.0827736203	0.0684987051	0.0000000000	0.2214429589
VIM	1775	Nguyên vật liệu	Tài nguyên Cơ bản	Khai khoáng	Khai khoáng 	01/01/2008 09:57:00	12500000000.0	69	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P class=MsoNormal&gt;C&#244;ng ty Cổ phần Kho&#225;ng sản Viglacera (VIM) c&#243; tiền th&#226;n l&#224; C&#244;ng ty Li&#234;n doanh Y&#234;n H&#224;,&amp;nbsp;được th&#224;nh lập v&#224;o năm 2000.&amp;nbsp;C&#244;ng ty hoạt động chủ yếu trong lĩnh vực thăm d&#242;,khai th&#225;c chế biến kho&#225;ng sản, nguy&#234;n liệu gốm sứ (đ&#225;, c&#225;t, sỏi, đất s&#233;t) v&#224; kinh doanh XNK vật tư h&#224;ng ho&#225;, thiết bị phục vụ&amp;nbsp;sản xuất kinh doanh&amp;nbsp;của Tổng c&#244;ng ty Viglacera. VIM ch&#237;nh thức hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần từ năm 2008. VIM đang sở hữu Nh&#224; m&#225;y nghiền với c&#244;ng suất 100.000 tấn/năm. VIM được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 01/2017.&lt;/P&gt;&lt;/DIV&gt;"	24/01/2017 00:00:00	Upcom	10000.0	1250000.0	28750000000.00	Công ty Cổ phần Khoáng sản Viglacera	0	29875000000.0	1250000.0	18398.1477200000	-0.3197722737	6307.3684456000	6307.3684456000	3.7892189439	1.2990438148	0.0000000000	110149358087.0	7884210557.0	44322317006.0	0.3513994494	0.1662330548	0.0000000000	0.9272512725
VIN	2777	Công nghiệp	Hàng & Dịch vụ Công nghiệp	Vận tải	Kho bãi, hậu cần và bảo dưỡng	14/07/1975 16:10:00	255000000000.0	205	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Giao Nhận Kho Vận Ngoại Thương VINATRANS - được th&#224;nh lập v&#224;o ng&#224;y 14/07/1975, tr&#234;n&amp;nbsp;40 năm kinh nghiệm. C&#244;ng ty l&#224; nh&#224; giao nhận vận chuyển h&#224;ng đầu tại Việt Nam về lĩnh vực Giao nhận v&#224; Logistics. Sở hữu nguồn nh&#226;n lực chất lượng cao, c&#243; kinh nghiệm v&#224; được đ&#224;o tạo b&#224;i bản, VINATRANS lu&#244;n đi đầu trong c&#225;c hoạt động giao nhận vận tải quốc tế v&#224; logistics. VINATRANS c&#243; cơ hội ph&#225;t triển bền vững nhờ v&#224;o hệ thống kho b&#227;i cảng lớn v&#224; tọa lạc tại c&#225;c vị tr&#237; quan trọng, thuận lợi giao thương.&lt;/DIV&gt;	04/09/2014 00:00:00	Upcom	11900.0	25500000.0	0	Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam	1	334050000000.0	25500000.0	17437.0298606275	-0.4634112206	1751.1501150980	1751.1501150980	7.4807978408	0.7512747357	0.0534351145	170182970258.0	38891920471.0	502123738184.0	0.1032632105	0.0867822282	0.0000000000	0.1241720053
DTK	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	07/02/2009 00:00:00	6800000000000.0	1389	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Tổng C&#244;ng ty Điện lực TKV (Vinacomin Power) &amp;nbsp;được th&#224;nh lập&amp;nbsp;v&#224;o ng&#224;y 21/10/2009. L&#224; th&#224;nh vi&#234;n của Tập đo&#224;n C&#244;ng nghiệp Than-Kho&#225;ng sản Việt Nam, Vinacomin Power chuy&#234;n đầu tư, x&#226;y dựng, khai th&#225;c vận h&#224;nh c&#225;c nh&#224; m&#225;y thủy điện, nhiệt điện. Tổng C&#244;ng ty ch&#237;nh thức hoạt động theo h&#236;nh thức c&#244;ng ty cổ phần&amp;nbsp;với vốn điều lệ 6.800 tỷ đồng v&#224;o th&#225;ng 01/2016. Vinacomin Power hiện đang quản l&#253; v&#224; vận h&#224;nh&amp;nbsp;5 nh&#224; m&#225;y nhiệt điện gồm Cẩm Phả 1&amp;amp;2, Sơn Động, Mạo Kh&#234;, Na Dương v&#224; Cao Ngạn với tổng c&#244;ng suất&amp;nbsp;khoảng 1.550MW, chiếm khoảng 5% tổng c&#244;ng suất của to&#224;n hệ thống. &lt;/DIV&gt;	15/12/2016 00:00:00	Upcom	14000.0	680000000.0	0	Tổng Công ty Điện lực TKV - Công ty Cổ phần	1	5440000000000.0	680000000.0	10542.9078843662	0.1848886406	644.5465893456	644.5465893456	12.4118258203	0.7588039360	0.0625000000	12584361969826.0	562963312352.0	21098827100978.0	0.0594216723	0.0201864441	0.0000000000	1.9238953235
VHD	8633	Tài chính	Bất động sản	Bất động sản	Bất động sản	19/06/2007 16:08:00	70000000000.0	15	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Được th&#224;nh lập v&#224;o năm 2000, C&#244;ng ty Cổ phần Đầu tư Ph&#225;t triền Nh&#224; v&#224; Đ&#244; thị Vinaconex (VHD) l&#224; c&#244;ng ty con của Tổng c&#244;ng ty cổ phần xuất nhập khẩu v&#224; x&#226;y dựng Việt Nam – Vinaconex, hoạt động trong lĩnh vực ph&#225;t triển v&#224;o kinh doanh bất động sản. C&#225;c hoạt động ch&#237;nh của c&#244;ng ty l&#224;: (i) Ph&#225;t triển v&#224; kinh doanh bất động sản; (ii) Kinh doanh xuất nhập khẩu vật liệu x&#226;y dựng v&#224; m&#225;y m&#243;c thiết bị; (iii) Tư vấn x&#226;y lắp c&#225;c c&#244;ng tr&#236;nh d&#226;n dụng v&#224; c&#244;ng tr&#236;nh c&#244;ng nghiệp, m&#225;y m&#243;c thiết bị. Một số dự &#225;n ti&#234;u biểu của c&#244;ng ty l&#224;: Khu nh&#224; ở HH tại l&#244; đất B3 Trần Thị L&#253;, Đ&#224; Nẵng; Khu nh&#224; ở HH tại khu đ&#244; thị Đ&#244;ng Nam, Trần Duy Hưng; Khu chung cư 15 tầng ở khu chung cư mới ở Trung H&#242;a – Nh&#226;n Ch&#237;nh, Khu đ&#244; thị mới Bắc An Kh&#225;nh. VHD được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 06/2017.&lt;/DIV&gt;	22/06/2017 00:00:00	Upcom	19700.0	7000000.0	0	Công ty Cổ phần Đầu tư phát triển nhà và đô thị Vinaconex	0	41300000000.0	7000000.0	10215.8561968571	1.0221347871	10.1087808571	10.1087808571	583.6509944551	0.5775335798	0.0000000000	82803598790.0	70761466.0	102512171016.0	0.0008665208	0.0004624808	0.0000000000	0.4335162494
VGT	3763	Hàng Tiêu dùng	Hàng cá nhân & Gia dụng	Hàng cá nhân	Hàng May mặc	27/10/2010 00:00:00	5000000000000.0	33963	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Tập đo&#224;n Dệt May Việt Nam (Vinatex) c&#243; tiền th&#226;n l&#224; Tổng C&#244;ng ty Dệt May Việt Nam, được th&#224;nh lập v&#224;o ng&#224;y 29/04/1995.&amp;nbsp;Tập đo&#224;n hoạt động ch&#237;nh trong lĩnh sản xuất, kinh doanh v&#224; xuất khẩu c&#225;c sản phẩm ng&#224;nh dệt may. C&#244;ng ty mẹ - Tập đo&#224;n Dệt May Việt Nam&amp;nbsp;ch&#237;nh thức hoạt động theo m&#244; h&#236;nh c&#244;ng ty cổ phần với vốn điều lệ 5.000 tỷ đồng v&#224;o năm 2015. Vinatex&amp;nbsp;giữ&amp;nbsp;vị tr&#237; dẫn đầu trong ng&#224;nh dệt may Việt Nam&amp;nbsp;với c&#244;ng suất thiết kế l&#234;n đến 144.216 tấn sợi/năm, 165,4 triệu m2 vải dệt thoi/năm, 14.200 tấn vải dệt kim v&#224;&amp;nbsp;319 triệu đơn vị may mặc mỗi năm. Với lợi thế về quy m&#244; kinh tế, hệ thống ph&#226;n phối rộng v&#224; d&#226;y chuyền sản xuất ho&#224;n thiện, Vinatex hiện chiếm 95,5% sản lượng sợi v&#224; 42,3% sản lượng xơ c&#249;ng với 25,7% sản lượng vải v&#224; sản phẩm nhuộm của cả nước. Vinatex được giao dịch tr&#234;n thị trường UPCOM từ đầu năm 2017.&lt;/DIV&gt;	03/01/2017 00:00:00	Upcom	13500.0	500000000.0	4350000000000.00	Tập đoàn Dệt May Việt Nam	1	4418500000000.0	500000000.0	12527.7520581980	1.4962944869	623.9877526680	623.9877526680	14.1621369365	0.7053939094	0.0000000000	18986006396797.0	716337664864.0	18603008968171.0	0.0393353187	0.0159529250	0.0000000000	1.3148284986
VGL	1757	Nguyên vật liệu	Tài nguyên Cơ bản	Kim loại	Thép và sản phẩm thép	18/04/2015 16:41:00	93251550000.0	193	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Sản xuất sản phẩm mạ c&#244;ng nghiệp Vingal (VGL), được cổ phần h&#243;a v&#224;o năm 2012, hiện hoạt động với số vốn điều lệ l&#224; VND93.3 tỷ đồng, trong đ&#243; vốn của Tổng C&#244;ng ty Th&#233;p Việt Nam chiếm 51%. Hoạt động kinh doanh chủ yếu của c&#244;ng ty l&#224; (i) Sản xuất ống th&#233;p; (ii) Mạ nhũng kẽm n&#243;ng; v&#224; (iii) Gia c&#244;ng cơ kh&#237;. Địa b&#224;n kinh doanh chủ yếu của C&#244;ng ty l&#224; c&#225;c tỉnh Miền Nam Việt Nam. C&#244;ng suất sản xuất ống th&#233;p của VGL đạt mức 30.000 tấn/ năm, c&#244;ng suất gia c&#244;ng cơ kh&#237; đạt 12.000 tấn/ năm v&#224; c&#244;ng suất mạ kẽm nh&#250;ng n&#243;ng đạt 60.000 tấn/năm. VGL được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 08/2016.&lt;/DIV&gt;	15/08/2016 00:00:00	Upcom	12600.0	9325155.0	0	Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel	0	302135022000.0	9325155.0	12477.8246216819	-0.3274631194	1632.0694025997	1632.0694025997	19.8520969442	2.5966064584	0.0370370370	298468195918.0	15219300150.0	132853261447.0	0.1300374207	0.1133869625	0.0000000000	0.1417664672
