symbol	subsectorcode	industryname	supersector	sector	subsector	foundingdate	chartercapital	numberofemployee	banknumberofbranch	companyprofile	listingdate	exchange	firstprice	issueshare	listedvalue	companyname	ttmtype	marketcap	sharesoutstanding	bv	beta	eps	dilutedeps	pe	pb	dividendyield	totalrevenue	profit	asset	roe	roa	npl	financialleverage
TTP	2723	Công nghiệp	Hàng & Dịch vụ Công nghiệp	Hàng công nghiệp	Containers & Đóng gói	28/12/2004 00:00:00	149999980000.0	887	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Bao b&#236; Nhựa T&#226;n Tiến (TTP) c&#243; tiền th&#226;n l&#224; Việt Nam Nhựa Dẻo C&#244;ng Ty,&amp;nbsp;được th&#224;nh lập&amp;nbsp;v&#224;o năm 1966. C&#244;ng ty hoạt động ch&#237;nh&amp;nbsp;trong lĩnh vực sản xuất v&#224; mua b&#225;n sản phẩm bao b&#236; v&#224; vật tư, nguy&#234;n phụ liệu ng&#224;nh nhựa. TTP ch&#237;nh thức hoạt động dưới h&#236;nh thức c&#244;ng ty cổ phần từ năm 2004. C&#244;ng ty c&#243; 01 nh&#224; m&#225;y chế bản, 02 nh&#224; m&#225;y bao b&#236; v&#224; 01 chi nh&#225;nh tại H&#224; Nội. Sản phẩm chủ yếu của TTP l&#224; bao b&#236; nhựa phức hợp gia c&#244;ng cho c&#225;c đơn vị sản xuất kh&#225;c, trong đ&#243; bao b&#236; thực phẩm v&#224; h&#224;ng ti&#234;u d&#249;ng chiếm 80%. Ngo&#224;i ra, C&#244;ng ty triển khai in gia c&#244;ng cho một số đơn vị kh&#225;c. TPP đ&#227; x&#226;y dựng v&#224; duy tr&#236;&amp;nbsp;được mối quan hệ kh&#225;ch h&#224;ng lớn như Unilever Việt Nam, Ajinomoto, Vedan, Miwon, Acecook, Trung Nguy&#234;n, Kinh Đ&#244;, Bayer Vietnam, Vinamilk. TTP được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 03/2017.&lt;/DIV&gt;	05/12/2006 00:00:00	Upcom	76000.0	14999998.0	0	Công ty Cổ phần Bao bì Nhựa Tân Tiến	1	540710800000.0	13517770.0	71515.2303375483	1.1563891271	10834.7648157943	10834.7648157943	3.6918198669	0.5593214174	0.0125000000	1763522792540.0	111806023775.0	1440929413929.0	0.1595845888	0.1052778112	0.0000000000	0.4905244767
VNP	1353	Nguyên vật liệu	Hóa chất	Hóa chất	Nhựa, cao su & sợi	26/07/2007 10:41:00	194289130000.0	65	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Nhựa Việt Nam (VNP), tiền th&#226;n của c&#244;ng ty Nhựa Việt Nam&amp;nbsp;được th&#224;nh lập năm 1976. Năm 2008, C&#244;ng ty chuyển đổi m&#244; h&#236;nh kinh doanh hoạt động l&#224; C&#244;ng ty Cổ phần. Vốn điều lệ hiện tại của C&#244;ng ty l&#224; 194 tỷ đồng. Hoạt động sản xuất ch&#237;nh của c&#244;ng ty l&#224; sản xuất sản phẩm từ nhựa bao gồm bao b&#236;, phụ t&#249;ng, linh kiện bằng nhựa. Sản phẩm ch&#237;nh của c&#244;ng ty bao gồm bao b&#236; mềm, bao b&#236; rỗng, k&#233;t đựng chai bia, nước giải kh&#225;t, v&#224; sản phẩm nhựa d&#226;n dụng.&amp;nbsp;Hiện nay VNP chủ yếu kinh doanh v&#224; cung ứng c&#225;c loại hạt nhựa nguy&#234;n sinh như hạt PE, PP, PVC, PET; nhựa t&#225;i chế như PC, PE, PP, ABS v&#224; c&#225;c loại phụ gia cho nhựa PVC... Hiện tại, trung b&#236;nh mỗi năm C&#244;ng ty cung ứng cho thị trường khoảng 20.000 tấn nhựa c&#225;c loại, chiếm 5% tổng sản lượng cung ứng của to&#224;n thị trường, đứng trong Top 10 c&#225;c doanh nghiệp lớn cung ứng nguy&#234;n liệu nhựa tr&#234;n thị trường. Ng&#224;y 18/08/2015, VNP ch&#237;nh thức giao dịch tr&#234;n thị trường UPCOM.&lt;/DIV&gt;	18/08/2015 00:00:00	Upcom	2000.0	19428913.0	124345043200.00	Công ty Cổ phần Nhựa Việt Nam	1	124481045591.0	19428913.0	9073.3145082795	1.1489932788	742.3109085928	742.3109085928	8.6311543126	0.7061366598	0.0000000000	122261583673.0	-1811025852.0	391884403090.0	0.0848731027	0.0366408546	0.0000000000	1.2216284798
X26	3763	Hàng Tiêu dùng	Hàng cá nhân & Gia dụng	Hàng cá nhân	Hàng May mặc	15/05/2007 00:00:00	50000000000.0	726	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần 26 (X26)&amp;nbsp;c&#243; tiền th&#226;n l&#224; Xưởng qu&#226;n dụng 26, trực thuộc cục Qu&#226;n Nhu được th&#224;nh lập năm 1978, trải qua qu&#225; tr&#236;nh ph&#225;t triển, đến năm 2005 X26 chuyển th&#224;nh C&#244;ng ty Cổ phần với vốn điều lệ ban đầu l&#224; 50 tỷ đồng, trong đ&#243; c&#243; 51% vốn thuộc về Bộ Quốc Ph&#242;ng, Hoạt động kinh doanh ch&#237;nh của&amp;nbsp;C&#244;ng ty&amp;nbsp;l&#224; may trang phục, sản xuất trang phục dệt kim, đan m&#243;c..., sản xuất giầy d&#233;p; sản phẩm đồ gỗ, chế biến gỗ; b&#225;n bu&#244;n vải, h&#224;ng may sẵn, gi&#224;y d&#233;p. Đến năm 2017, X26 trở th&#224;nh C&#244;ng ty Đại ch&#250;ng v&#224; ch&#237;nh thức giao dịch tr&#234;n s&#224;n UPCoM từ năm 2018. &lt;/DIV&gt;	09/07/2018 00:00:00	Upcom	28800.0	5000000.0	96500000000.00	Công ty Cổ phần 26	0	98500000000.0	5000000.0	31209.8842756000	1.2573072268	3573.5497624000	3573.5497624000	5.5127258076	0.6312102867	0.0609137056	633680173515.0	17867748812.0	544179443386.0	0.1176288754	0.0371288378	0.0000000000	2.4872249995
BHP	3533	Hàng Tiêu dùng	Thực phẩm và đồ uống	Bia và đồ uống	Sản xuất bia 	14/01/2013 17:12:00	91792900000.0	217	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Bia Hải Ph&#242;ng l&#224; th&#224;nh vi&#234;n của Tổng C&#244;ng ty Cổ phần Bia - Rượu - Nước giải kh&#225;t H&#224; Nội. Tiền th&#226;n của c&#244;ng ty l&#224; X&#237; nghiệp Nước đ&#225; Việt Hoa được th&#224;nh lập năm 1960. Hiện nay, vốn điều lệ của c&#244;ng ty l&#224; 25,5 tỷ đồng. Lĩnh vực hoạt động ch&#237;nh của c&#244;ng ty l&#224; sản xuất bia rượu v&#224; nước ngọt. C&#225;c sản phẩm của c&#244;ng ty được ưu chuộng bởi kh&#225;ch h&#224;ng v&#224; nhiều lần được b&#236;nh chọn l&#224; h&#224;ng Việt Nam chất lượng cao. Một số sản phẩm ch&#237;nh của c&#244;ng ty l&#224; bia Hải Ph&#242;ng, bia Hải H&#224;, bia chai 999. Sản phẩm của c&#244;ng ty được ph&#226;n phối chủ yếu ở khu vực Hải Ph&#242;ng. C&#244;ng ty đ&#227; mở rộng hoạt động ra c&#225;c tỉnh Hải Dương, Bắc Ninh, Bắc Giang, Th&#225;i B&#236;nh v&#224; Lạng Sơn. &lt;/P&gt;&lt;/DIV&gt;"	21/01/2013 00:00:00	Upcom	12500.0	9179290.0	44978521000.00	Công ty Cổ phần Bia Hà Nội - Hải Phòng	0	52321953000.0	9179290.0	17094.1706584060	-2.4948061917	472.6880125805	472.6880125805	12.0586937860	0.3334470045	0.0263157895	212713063468.0	4338940347.0	238431074719.0	0.0277241092	0.0174882309	0.0000000000	0.5195175845
BMN	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	29/06/2010 00:00:00	27500000000.0	134	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần 715 (BMN)&amp;nbsp;với tiền th&#226;n l&#224; đơn vị sự nghiệp kinh tế Cụm ph&#224; Mỹ Thuận, chuy&#234;n quản l&#253;, khai th&#225;c, duy tu bảo dưỡng cơ sở hạ tầng đường bộ, sửa chữa v&#224; x&#226;y dựng c&#244;ng tr&#236;nh giao th&#244;ng. Hiện nay, c&#244;ng ty đang phụ tr&#225;ch quản l&#253; bảo tr&#236; c&#225;c c&#244;ng tr&#236;nh trọng điểm quốc gia với c&#225;c y&#234;u cầu vận h&#224;nh nghi&#234;m ngặt như cầu Mỹ Thuận, Quốc lộ 53, Quốc lộ 54. BMN được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 04/2016.&lt;/DIV&gt;	06/04/2016 00:00:00	Upcom	10000.0	2750000.0	0	Công ty Cổ phần 715	0	15950000000.0	2750000.0	11005.6779040000	-0.0700560831	1645.3123672727	1645.3123672727	3.5251664762	0.5270007037	0.1379310345	104668481546.0	4524609010.0	83325397122.0	0.1505953270	0.0536700737	0.0000000000	1.7531374871
BTH	2737	Công nghiệp	Hàng & Dịch vụ Công nghiệp	Điện tử & Thiết bị điện	Thiết bị điện	25/04/2005 00:00:00	250000000000.0	17	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần Chế tạo Biến thế v&#224; Vật liệu điện H&#224; Nội (BTH)&amp;nbsp;th&#224;nh lập năm 2005 tr&#234;n cơ sở hợp nhất C&#244;ng ty Cổ phần Thiết bị điện H&#224; nội (th&#224;nh lập năm 2003) v&#224; C&#244;ng ty cổ phần Chế tạo biến thế H&#224; nội (th&#224;nh lập năm 2005). C&#244;ng ty hoạt động trong lĩnh vực Sản xuất, kinh doanh m&#225;y biến &#225;p v&#224; c&#225;c loại thiết bị điện, kh&#237; cụ điện, vật liệu điện, m&#225;y m&#243;c kỹ thuật điện; sủa chữa, bảo dưỡng c&#225;c thiết bị điện. Sản phẩm của C&#244;ng ty bao gồm: M&#225;y biến &#225;p điện lực, m&#225;y biến &#225;p ph&#226;n phối ng&#226;m dầu từ 25 KVA đến 15.000 KVA cấp điện &#225;p tới 35 KV, M&#225;y biến &#225;p kh&#244; ph&#242;ng chống ch&#225;y nổ c&#244;ng suất tới 2.000 KVA, M&#225;y biến &#225;p 1 pha, M&#225;y biến &#225;p l&#242; l&#224; loại m&#225;y biến &#225;p luyện th&#233;p 6.500 KVA cho khu gang th&#233;p Th&#225;i Nguy&#234;n. Hiện nay C&#244;ng ty c&#243; c&#243; thể chế tạo MBA l&#242; c&#243; c&#244;ng suất l&#234;n tới 12.000 KVA. Sản phẩm của C&#244;ng ty được ti&#234;u thụ tr&#234;n to&#224;n quốc v&#224; xuất khẩu sang c&#225;c nước l&#226;n cận như: L&#224;o, Campuchia. &lt;BR&gt;&lt;/P&gt;&lt;/DIV&gt;"	04/01/2008 00:00:00	Upcom	41500.0	25000000.0	102500000000.00	Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội	1	90000000000.0	25000000.0	10104.7167710400	-0.0043029422	269.8746004400	269.8746004400	13.3395287816	0.3562692633	0.0000000000	7188739927.0	4512489218.0	264961432108.0	0.0271942194	0.0261995048	0.0000000000	0.0488623803
KGM	5373	Dịch vụ Tiêu dùng	Bán lẻ	Bán lẻ	Bán lẻ phức hợp	07/11/2005 00:00:00	254300000000.0	278	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty&amp;nbsp;Cổ phần&amp;nbsp;Xuất nhập khẩu Ki&#234;n Giang (KGM) c&#243; tiền th&#226;n l&#224; C&#244;ng ty Xuất nhập cảng Nam Hải trực thuộc C&#244;ng ty Xuất nhập cảng Miền T&#226;y, được th&#224;nh lập năm 1975. L&#224; c&#244;ng ty con trực thuộc Tổng C&#244;ng ty Lương thực miền Nam, KGM chuy&#234;n thu mua, chế biến v&#224; xuất khẩu mặt h&#224;ng gạo, c&#225; cơm, c&#225; mai v&#224; kinh doanh xăng dầu. C&#244;ng ty hiện c&#243; 05 x&#237; nghiệp chế biến gạo xuất khẩu với khả năng cung ứng 240.000 tấn đến 360.000 tấn/năm, 01 x&#237; nghiệp chế biến c&#225; cơm, c&#225; mai sấy kh&#244; với năng lực sản xuất 1.400 tấn th&#224;nh phẩm/năm v&#224; 01 tổng kho xăng dầu với khả năng cung ứng 20.000 m3 đến 30.000 m3 xăng dầu/năm. KGM được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 09/2017.&lt;/DIV&gt;	21/09/2017 00:00:00	Upcom	10000.0	25430000.0	0	Công ty Cổ phần Xuất nhập khẩu Kiên Giang	1	190725000000.0	25430000.0	10609.7786955958	-0.5044256299	390.9346018875	390.9346018875	19.1847944996	0.7068950461	0.0552000000	3689791462227.0	1292809579.0	991688938864.0	0.0379795564	0.0099759650	0.0000000000	2.6755537981
HTM	5373	Dịch vụ Tiêu dùng	Bán lẻ	Bán lẻ	Bán lẻ phức hợp	11/08/2004 00:00:00	2200000000000.0	536	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;Tổng C&#244;ng ty Thương mại H&#224; Nội (HTM) l&#224; doanh nghiệp nh&#224; nước được th&#224;nh lập v&#224;o năm 2004 theo Quyết định số 125/2004/QD-UBND của UBND Th&#224;nh phố H&#224; Nội.&amp;nbsp;Tổng C&#244;ng ty hoạt&amp;nbsp;động&amp;nbsp;ch&#237;nh trong lĩnh&amp;nbsp;vực kinh doanh xuất nhập khẩu, thương mại nội địa v&#224; đầu tư ph&#225;t triển hạ tầng thương mại. Thị trường xuất khẩu của Tổng c&#244;ng ty được duy tr&#236; v&#224; mở rộng tới tr&#234;n 70 nước v&#224; khu vực tr&#234;n thế giới.&amp;nbsp;Trong lĩnh vực kinh doanh thương mại nội địa, TCT đ&#227; tập trung ph&#225;t triển hệ thống Si&#234;u thị, cửa h&#224;ng tiện &#237;ch mang thương hiệu HaproMart, hệ thống thực phẩm an to&#224;n HaproFood, hệ thống cửa h&#224;ng chuy&#234;n doanh c&#225;c loại mang thương hiệu con, thương hiệu nh&#225;nh kh&#225;c nhau. HTM được giao dịch tr&#234;n thị trường UPCOM từ th&#225;ng 05/2018.&lt;/DIV&gt;	04/05/2018 00:00:00	Upcom	12900.0	220000000.0	2376000000000.00	Tổng Công ty Thương mại Hà Nội – Công ty cổ phần	1	2371373666600.0	219958600.0	10295.0538588171	1.0946415708	484.1848422203	484.1848422203	22.2662897718	1.0472019037	0.0000000000	2240101965850.0	120203888109.0	3238621538703.0	0.0455688423	0.0307241688	0.0000000000	0.4203849036
VIG	8777	Tài chính	Dich vu tài chính	Dịch vụ tài chính	Môi giới chứng khoán	11/01/2008 08:53:00	341333000000.0	28	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Chứng kho&#225;n Thương mại v&#224; C&#244;ng nghiệp Việt Nam (VIG)&amp;nbsp;được ch&#237;nh thức th&#224;nh lập năm 2008.&amp;nbsp; C&#244;ng ty chuy&#234;n cung cấp dịch vụ m&#244;i giới, tư vấn v&#224; đầu tư t&#224;i ch&#237;nh. C&#244;ng ty c&#243; quy m&#244; vốn nhỏ, chiếm thị phần thấp hơn 1% thị phần to&#224;n thị trường. C&#244;ng ty c&#243; lợi thế so với c&#225;c c&#244;ng ty kh&#225;c khi cổ đ&#244;ng s&#225;ng lập của c&#244;ng ty l&#224; c&#225;c Tổng C&#244;ng ty nh&#224; nước&amp;nbsp;như Tổng C&#244;ng ty H&#243;a chất Việt Nam, Tổng C&#244;ng ty Giấy Việt Nam, Tổng C&#244;ng ty Lắp m&#225;y Việt Nam. VIG được ni&#234;m yết v&#224; giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX) từ năm 2009.&lt;/DIV&gt;	01/12/2009 00:00:00	HNX	24000.0	34133300.0	37546630000.00	Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam	1	37546630000.0	34133300.0	5664.7231427081	0.9135943159	-55.5848481423	-55.5848481423	-19.7895656238	0.1941842474	0.0000000000	5994061380.0	-23955561687.0	214242683714.0	-0.0095606580	-0.0088022787	0.0000000000	0.1080236573
VCS	2353	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Vật liệu xây dựng & Nội thất	02/06/2005 00:00:00	1600000000000.0	832	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần VICOSTONE (VCS)&amp;nbsp;th&#224;nh lập năm 2002 với tiền th&#226;n l&#224; Nh&#224; m&#225;y Đ&#225; ốp l&#225;t cao cấp VINACONEX. Năm 2005 c&#244;ng ty chuyển sang hoạt động theo m&#244; h&#236;nh cổ phần.&amp;nbsp;Sau nhiều lần đổi t&#234;n, hiện tại C&#244;ng ty c&#243; t&#234;n giao dịch ch&#237;nh thức l&#224; &quot;C&#244;ng ty Cổ phần VICOSTONE&quot;. Hoạt động ch&#237;nh của c&#244;ng ty hiện tại l&#224; sản xuất v&#224; kinh doanh đ&#225; ốp l&#225;t nh&#226;n tạo gốc thạch anh, ngo&#224;i ra c&#244;ng ty c&#242;n sản xuất, kinh doanh c&#225;c loại vật liệu x&#226;y dựng; Khai th&#225;c, chế biến c&#225;c loại kho&#225;ng sản; Kinh doanh dịch vụ vận tải h&#224;ng ho&#225;.... VICOSTONE hiện đang sở hữu 2 d&#226;y chuyền sản xuất đ&#225; nh&#226;n tạo Breton, l&#224; đầu mối xuất khẩu cho tập đo&#224;n Phượng Ho&#224;ng Xanh A&amp;amp;A gồm 5 d&#226;y chuyền với tổng c&#244;ng suất 2,5 triệu m2/năm. Sản phẩm đ&#225; thạch anh thương hiệu VICOSTONE đ&#227; được xuất khẩu đến 40 Quốc gia tại 5 Ch&#226;u lục. Vicostone được đ&#225;nh gi&#225; c&#243; t&#237;nh cạnh tranh cao về số lượng v&#224; t&#237;nh độc đ&#225;o của c&#225;c mẫu m&#227; thiết kế so với c&#225;c thương hiệu đ&#225; nh&#226;n tạo lớn kh&#225;c. Hiện Vicostone đ&#227; c&#243; cơ sở tại Mỹ v&#224; Canada với hệ thống ph&#226;n phối trực tiếp khắp c&#225;c bang lớn. Ng&#224;y 17/12/2007, VCS ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX).&lt;/DIV&gt;	17/12/2007 00:00:00	HNX	98000.0	160000000.0	12144000000000.00	Công ty Cổ phần VICOSTONE	1	12090080000000.0	155200000.0	21267.6944566946	0.7641577924	8221.8533925417	7733.0780244055	9.4747493394	3.6628323845	0.0000000000	5562762994808.0	1410114613076.0	5660569397207.0	0.3923748357	0.2378200960	0.0000000000	0.7149362868
TVC	8775	Tài chính	Dich vu tài chính	Dịch vụ tài chính	Tài chính đặc biệt	20/12/2012 10:03:00	438652250000.0	81	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần Quản l&#253; Đầu tư Tr&#237; Việt (TVC),&amp;nbsp;tiền th&#226;n l&#224; C&#244;ng ty Cổ phần Thương mại v&#224; Ph&#225;t triển Th&#250;y Dương, được th&#224;nh lập v&#224;o&amp;nbsp;năm 2012&amp;nbsp;vốn điều lệ ban đầu l&#224; 30 tỷ đồng. Vốn&amp;nbsp;điều lệ hiện tại của C&#244;ng ty&amp;nbsp;l&#224; 400,24 tỷ&amp;nbsp;đồng.&amp;nbsp;C&#244;ng ty hoạt động&amp;nbsp;&amp;nbsp;tập trung mạnh mẽ v&#224;o một số ng&#224;nh nghề kinh doanh như: Hoạt động t&#224;i ch&#237;nh, Dịch vụ ủy th&#225;c đầu tư, Dịch vụ tư vấn quản trị doanh nghiệp, Dịch vụ tư vấn c&#244;ng bố th&#244;ng tin, Dịch vụ tư vấn nghi&#234;n cứu thị trường,…Trong lĩnh vực đầu tư t&#224;i ch&#237;nh v&#224; lĩnh vực cung cấp dịch vụ quản trị doanh nghiệp, TVC c&#243; vị thế tương đối tốt dựa v&#224;o việc sở hữu cổ phần lớn của C&#244;ng ty Cổ phần&amp;nbsp;Chứng kho&#225;n Tr&#237; Việt. Sở hữu c&#244;ng ty con l&#224; C&#244;ng ty Cổ phần Kinh doanh Bất động sản Tr&#237; Việt, l&#224; đơn vị chuy&#234;n kinh doanh bất động sản đang từng bước chiếm lĩnh thị trường bất động sản tại H&#224; Nội, h&#224;ng năm mang về nguồn thu lớn cho C&#244;ng ty. Ng&#224;y 23/09/2014, TVC ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX).&lt;/DIV&gt;	23/09/2014 00:00:00	HNX	12500.0	43865225.0	469357907500.00	Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt	1	469277657500.0	43857725.0	12108.4035578225	1.0553071822	1120.3075023613	1120.3075023613	9.5509491612	0.8836837944	0.0000000000	58272838488.0	29005021627.0	1935887986468.0	0.0741865373	0.0270616446	0.0000000000	1.7115794145
VCP	2357	Công nghiệp	Xây dựng và Vật liệu	Xây dựng và Vật liệu	Xây dựng	18/05/2004 10:30:00	569999930000.0	161	0	&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;C&#244;ng ty Cổ phần X&#226;y dựng v&#224; Năng lượng VCP (VCP) c&#243; tiền th&#226;n l&#224; C&#244;ng ty Cổ phần Thủy điện Cửa Đạt, được th&#224;nh lập v&#224;o ng&#224;y ng&#224;y 18/05/2004. C&#244;ng ty hoạt động ch&#237;nh trong lĩnh vực sản xuất v&#224; kinh doanh điện năng.&amp;nbsp;VCP tăng vốn điều lệ l&#234;n 455.999.950.000 đồng v&#224;o năm 2015. VCP đ&#227; v&#224; đang đầu tư x&#226;y dựng&amp;nbsp;3 nh&#224; m&#225;y thủy điện, bao gồm Nh&#224; m&#225;y Thủy điện Cửa Đạt (97MW), Nh&#224; m&#225;y Thủy điện B&#225;i Thượng (6MW)&amp;nbsp;v&#224; Nh&#224; m&#225;y Thủy Điện Xu&#226;n Minh (15MW). Trong đ&#243;, Nh&#224; m&#225;y Thủy điện Cửa Đạt với c&#244;ng suất lắp m&#225;y 97MW đ&#227; đi v&#224;o hoạt động từ năm 2010, bổ sung&amp;nbsp;trung b&#236;nh&amp;nbsp;khoảng 430 triệu KWh mỗi năm cho lưới điện quốc gia. B&#234;n cạnh đ&#243;, Nh&#224; m&#225;y Thủy điện B&#225;i Thượng đ&#227; ch&#237;nh thức ph&#225;t điện v&#224;o th&#225;ng 11/2016. Nh&#224; m&#225;y Thủy điện Xu&#226;n Minh với c&#244;ng suất lắp đặt l&#224; 15MW đ&#227; ho&#224;n th&#224;nh x&#226;y dựng. Nh&#224; m&#225;y Thủy điện Xu&#226;n Minh h&#224;ng năm cung cấp khoảng 66 triệu kWh.&lt;/DIV&gt;	16/12/2016 00:00:00	Upcom	17000.0	56999993.0	2735999664000.00	Công ty Cổ phần Xây dựng và Năng lượng VCP	1	2725682665267.0	56999993.0	15203.1849961280	0.2196981858	1683.4515434765	1683.4515434765	28.4053320010	3.1453277726	0.0731926640	491577831820.0	232220033521.0	3002023376030.0	0.0985014846	0.0494882492	0.0000000000	1.9081055125
SRA	9537	Công nghệ Thông tin	Công nghệ Thông tin	Phần mềm & Dịch vụ Máy tính	Phần mềm	12/04/2004 00:00:00	180000000000.0	15	0	"&lt;DIV style=&quot;FONT-FAMILY: Arial; FONT-SIZE: 10pt;&quot;&gt;
&lt;P&gt;C&#244;ng ty Cổ phần SARA Việt Nam (SRA),&amp;nbsp;tiền th&#226;n l&#224; Trung t&#226;m Đ&#224;o tạo v&#224; ph&#225;t triển C&#244;ng nghệ th&#244;ng tin SARACENTER được th&#224;nh lập năm 2004. Vốn điều lệ hiện nay của C&#244;ng ty&amp;nbsp;l&#224;&amp;nbsp;180 tỷ đồng. Lĩnh vực kinh doanh ch&#237;nh của C&#244;ng ty l&#224;: Bu&#244;n b&#225;n điện tử, tin học, thiết bị vật tư, phương tiện vận tải v&#224; h&#224;ng may mặc; Sản xuất, bu&#244;n b&#225;n vật liệu x&#226;y dựng v&#224; h&#224;ng trang tr&#237; nội thất; Sản xuất phần mềm vi t&#237;nh...C&#244;ng ty c&#243; đối t&#225;c&amp;nbsp;triển vọng&amp;nbsp;trong đ&#243; c&#243; những kh&#225;ch h&#224;ng lớn tại Nhật Bản, H&#224;n Quốc, Ấn Độ như IR TSC, quỹ đầu tư Lotus ở Nhật Bản, tập đo&#224;n CPR - Nhật Bản, tập đo&#224;n T.D.I - Nhật. C&#244;ng ty triển khai c&#225;c dự &#225;n đầu tư x&#226;y dựng bệnh viện, cung cấp trang thiết bị y tế trọn g&#243;i cho bệnh viện; c&#225;c dự &#225;n cho thu&#234;, đầu tư m&#225;y m&#243;c thiết bị theo m&#244; h&#236;nh x&#227; hội h&#243;a y tế với c&#225;c sản phẩm c&#244;ng nghệ cao, hiện đại nhập khẩu từ Nhật Bản, Mỹ, EU…như: m&#225;y chụp cắt lớp vi t&#237;nh 640 l&#225;t cắt; m&#225;y chụp cộng hưởng từ si&#234;u dẫn, m&#225;y rửa d&#226;y nội soi bằng nước ozone, m&#225;y x&#233;t nghiệm miễn dịch tự động…Ng&#224;y 18/01/2008, SRA ch&#237;nh thức giao dịch tr&#234;n Sở Giao dịch Chứng kho&#225;n H&#224; Nội (HNX).&lt;/P&gt;&lt;/DIV&gt;"	18/01/2008 00:00:00	HNX	50000.0	18000000.0	307800000000.00	Công ty Cổ phần SARA Việt Nam	1	320400000000.0	18000000.0	21000.4835454444	1.5544857387	2659.8124246111	2659.8124246111	6.6922012377	0.8475995308	0.0000000000	292431682085.0	73019056036.0	467651841920.0	0.1315336829	0.1160844332	0.0000000000	0.2327854848
