<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
DRC,20170622,31.50,32.10,31.45,31.75,716270,31.50,32.10,31.45,31.75,0,132460,173220
DRC,20170621,32.40,32.40,31.10,31.60,766190,32.40,32.40,31.10,31.60,0,86550,10000
DRC,20170620,32.95,32.95,32.40,32.40,580330,32.95,32.95,32.40,32.40,0,28610,6700
DRC,20170619,32.40,32.78,32.02,32.40,1063790,33.70,34.10,33.30,33.70,0,55300,62400
DRC,20170616,31.73,32.98,31.73,32.40,858240,33.00,34.30,33.00,33.70,0,158740,70990
DRC,20170615,31.34,32.11,31.06,31.73,957910,32.60,33.40,32.30,33.00,0,141500,79650
DRC,20170614,32.40,32.50,31.63,31.68,915940,33.70,33.80,32.90,32.95,0,147800,95430
DRC,20170613,31.35,32.41,31.35,32.40,1175870,32.60,33.70,32.60,33.70,0,349500,1500
DRC,20170612,29.80,31.34,29.71,31.30,2091250,31.00,32.60,30.90,32.55,0,677810,126500
DRC,20170609,28.65,29.90,28.50,29.61,840940,29.80,31.10,29.65,30.80,0,48890,20500
DRC,20170608,28.17,28.55,27.98,28.55,307750,29.30,29.70,29.10,29.70,0,86020,51000
