<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
PVF,20120320,11.12,11.50,10.92,11.50,1633740,11.60,12.00,11.40,12.00,140000,186530,100
PVF,20120319,10.92,11.40,10.73,11.02,1146720,11.40,11.90,11.20,11.50,0,0,75280
PVF,20120316,11.60,11.60,11.02,11.02,2585630,12.10,12.10,11.50,11.50,0,48460,1716350
PVF,20120315,10.54,11.12,10.35,11.12,823200,11.00,11.60,10.80,11.60,124000,169980,277950
PVF,20120314,10.26,10.64,10.26,10.64,1135120,10.70,11.10,10.70,11.10,20000,284940,349220
PVF,20120313,10.45,10.55,9.97,10.16,2426690,10.90,11.00,10.40,10.60,0,2100,253330
PVF,20120312,10.92,10.92,10.44,10.45,1015280,11.40,11.40,10.90,10.90,0,0,266150
PVF,20120309,11.21,11.50,10.92,10.92,1242800,11.70,12.00,11.40,11.40,0,57430,0
PVF,20120308,11.50,11.98,11.40,11.40,1463360,12.00,12.50,11.90,11.90,0,40430,48380
PVF,20120307,11.98,12.17,11.40,11.98,1365580,12.50,12.70,11.90,12.50,90000,340020,4000
PVF,20120306,12.26,12.26,11.50,11.98,2277120,12.80,12.80,12.00,12.50,0,516360,5100
PVF,20120305,11.69,11.69,11.69,11.69,84400,12.20,12.20,12.20,12.20,30000,18360,100
PVF,20120302,10.63,11.21,10.54,11.21,1186590,11.10,11.70,11.00,11.70,20000,40440,0
PVF,20120301,10.64,10.93,10.35,10.73,817360,11.10,11.40,10.80,11.20,0,161670,0
PVF,20120229,10.06,10.64,9.97,10.64,923300,10.50,11.10,10.40,11.10,0,106940,136100
PVF,20120228,10.83,10.93,10.35,10.35,1446970,11.30,11.40,10.80,10.80,0,147990,2000
PVF,20120227,10.45,10.93,10.26,10.83,1098580,10.90,11.40,10.70,11.30,0,60110,10370
PVF,20120224,10.44,10.54,10.44,10.45,1124600,10.90,11.00,10.90,10.90,20000,49320,25840
PVF,20120223,10.06,10.06,9.96,10.06,1081880,10.50,10.50,10.40,10.50,158000,21620,10000
PVF,20120222,9.20,9.58,9.20,9.58,622160,9.60,10.00,9.60,10.00,0,40340,0
PVF,20120221,9.39,9.39,9.11,9.20,1547480,9.80,9.80,9.50,9.60,25000,42340,3020
